ProcesoSancionId;Expediente;ProcesoSancionTipoNombre;ProcesoSancionEstado;FechaInicio;FechaTermino;ConfirmaPdC;MultaTotalUTA;LinkSNIFA;UnidadFiscalizableId;Nombre;RegionNombre;ComunaNombre;Latitud;Longitud;CategoriaEconomicaNombre;SubCategoriaEconomicaNombre;LinkSNIFA_UF;FechaActualizacion
81;F-001-2014;Fiscalización;Terminado - PDC Satisfactorio;08-01-2014;09-11-2017;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/81                            ;2190;VIÑA ERRAZURIZ;Región del Libertador General Bernardo O'Higgins;Marchihue;-34.3166;-71.5379;Agroindustrias;Vinificación / producción de alcohol;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2190                          ;20-05-26
82;F-002-2014;Fiscalización;Terminado - Sanción;14-01-2014;26-02-2015;No;9.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/82                            ;2433;PLANTA VIDRIOS LIRQUEN;Región del Biobío;Penco;-36.7146;-72.9761;Instalación fabril;Planta de cristalería;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2433                          ;20-05-26
83;F-004-2014;Fiscalización;Terminado - PDC Satisfactorio;14-01-2014;12-03-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/83                            ;14915;ETFA 023-01- SGS SANTIAGO;Región Metropolitana;Pudahuel;-33.4495896;-70.7784174;ETFA;Agua potable/bebida;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14915                         ;20-05-26
84;F-003-2014;Fiscalización;Terminado - PDC Satisfactorio;14-01-2014;28-01-2016;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/84                            ;10522;CENTRAL MEJILLONES;Región de Antofagasta;Mejillones;-23.0888801931207;-70.4113941036642;Energía;Central termoeléctrica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10522                         ;20-05-26
85;D-001-2014;Denuncia;Terminado - PDC Satisfactorio;03-02-2014;25-05-2017;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/85                            ;1808;AUTOPISTA TRONCAL SUR;Región de Valparaíso;Viña del Mar;-33.0487;-71.506;Infraestructura de Transporte;Vía terrestre;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1808                          ;20-05-26
86;F-005-2014;Fiscalización;Terminado - PDC Satisfactorio;18-02-2014;12-10-2018;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/86                            ;13344;OTRA FÁBRICAFÁBRICA DE COCINA Y CALEFACTORES;Región de la Araucanía;Padre las Casas;-38.7598;-72.5997;Instalación fabril;Otras;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13344                         ;20-05-26
87;F-006-2014;Fiscalización;Terminado - Sanción;18-02-2014;24-11-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/87                            ;13292;CENTRO COMERCIALELADIO EUFRACIO ALVIAL VERGARA E.I.R.L;Región de la Araucanía;Padre las Casas;-38.7703355419194;-72.6020497873108;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13292                         ;20-05-26
1086;D-002-2014;Denuncia;Terminado - Sanción;19-02-2014;07-07-2020;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1086                          ;1601;PLAN REGULADOR COMUNAL DE PUCHUNCAVI;Región de Valparaíso;Puchuncaví;-32.683814;-71.434807;Otras categorías;Instrumentos de Planificación Territorial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1601                          ;20-05-26
1087;D-003-2014;Denuncia;Terminado - PDC Satisfactorio;19-02-2014;19-05-2020;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1087                          ;1623;MINA EL TURCO;Región de Valparaíso;Cartagena;-33.539785;-71.481372;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1623                          ;20-05-26
1088;D-004-2014;Denuncia;Terminado - Sanción;21-02-2014;29-07-2016;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1088                          ;11163;LOTEO RIBERA DE LA DEHESA;Región de Los Ríos;Valdivia;-39.7295585762704;-73.2325726722314;Vivienda e Inmobiliarios;Conjunto habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11163                         ;20-05-26
1089;D-005-2014;Denuncia;Terminado - PDC Satisfactorio;25-02-2014;31-01-2020;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1089                          ;2731;CRIADERO DE CERDOS SAN JOSE DE APALTA;Región del Libertador General Bernardo O'Higgins;Rengo;-34.3329;-70.8647;Agroindustrias;Plantel de cerdos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2731                          ;20-05-26
1090;D-006-2014;Denuncia;Terminado - Absolución;25-02-2014;05-12-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1090                          ;3180;ALIMENTOS DOS EN UNO - CERRILLOS;Región Metropolitana;Cerrillos;-33.5246;-70.7082;Instalación fabril;Otras;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/3180                          ;20-05-26
1091;F-007-2014;Fiscalización;Terminado - Archivado;26-02-2014;23-12-2022;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1091                          ;11360;AGRICOLA E INDUSTRIAL TOP BERRIES S.A.;Región del Maule;Colbún;-35.6063;-71.5648;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11360                         ;20-05-26
1092;F-008-2014;Fiscalización;Terminado - Sanción;26-02-2014;05-09-2014;No;14.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1092                          ;11196;QUESERA ARQUENCO;Región de la Araucanía;Vilcún;-38.6849;-72.3473;Agroindustrias;Elaboración de productos lácteos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11196                         ;20-05-26
1093;F-009-2014;Fiscalización;Terminado - Archivado;26-02-2014;23-12-2022;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1093                          ;11234;COMERCIAL MAÑIHUALES;Región de Aysén del General Carlos Ibáñez del Campo;Coyhaique;-45.5757679;-72.0810643;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11234                         ;20-05-26
1094;F-010-2014;Fiscalización;Terminado - Absolución;26-02-2014;22-04-2015;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1094                          ;9412;RILES AL SUELO MEDIANTE MICRO ASPERSORES - COMERCIAL TORO Y NEGRONI;Región del Maule;Curicó;-35.0588;-71.13;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9412                          ;20-05-26
1095;F-011-2014;Fiscalización;Terminado - Absolución;26-02-2014;11-05-2015;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1095                          ;4031;CENTRO DE CULTIVO DE MITILIDOS EN PUNTA PULLAO SECTOR 1 N° 207103167;Región de los Lagos;Castro;-42.490731;-73.656918;Pesca y Acuicultura;Centro de cultivo de moluscos / crustáceos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4031                          ;20-05-26
1096;F-012-2014;Fiscalización;Terminado - Archivado;26-02-2014;23-12-2022;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1096                          ;2134;FRUTAS LA TOSCANA;Región del Libertador General Bernardo O'Higgins;Codegua;-34.0693;-70.6675;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2134                          ;20-05-26
1097;F-013-2014;Fiscalización;Terminado - Sanción;26-02-2014;10-03-2015;No;10.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1097                          ;11331;FILOMENA NARVAEZ ELGUETA;Región de Valparaíso;Casablanca;-33.3505;-71.3438;Agroindustrias;Elaboración de productos lácteos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11331                         ;20-05-26
1098;F-014-2014;Fiscalización;Terminado - Absolución;26-02-2014;05-05-2015;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1098                          ;11501;INDUSTRIAL Y COMERCIAL VITALAC S.A.;Región Metropolitana;Talagante;-33.7064;-71.0101;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11501                         ;20-05-26
1099;F-015-2014;Fiscalización;Terminado - Absolución;26-02-2014;13-04-2015;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1099                          ;2082;PACIFIC HYDRO - CHACAYES;Región del Libertador General Bernardo O'Higgins;Machalí;-34.2755;-70.4523;Energía;Central hidroeléctrica de pasada;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2082                          ;20-05-26
1100;F-016-2014;Fiscalización;Terminado - PDC Satisfactorio;26-02-2014;11-07-2019;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1100                          ;11180;PER-CUEROS LTDA;Región Metropolitana;Melipilla;-33.7438252169896;-71.2309075490364;Instalación fabril;Planta de curtiembre;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11180                         ;20-05-26
1101;F-017-2014;Fiscalización;Terminado - PDC Satisfactorio;26-02-2014;15-07-2019;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1101                          ;11198;TERMINAL DE CONTENEDORES PLACILLA;Región de Valparaíso;Valparaíso;-33.1373;-71.5534;Transportes y almacenajes;Centro de almacenamiento de otras materias;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11198                         ;20-05-26
1102;F-018-2014;Fiscalización;Terminado - Sanción;26-02-2014;05-09-2014;No;13.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1102                          ;2692;TALLER SERVICIOS DEL SUR;Región de Aysén del General Carlos Ibáñez del Campo;Aysén;-45.3799;-72.7105;Pesca y Acuicultura;Centro de redes;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2692                          ;20-05-26
1103;F-019-2014;Fiscalización;Terminado - Absolución;26-02-2014;11-05-2015;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1103                          ;2502;VERTEDERO EL EMPALME REXIN LTDA.;Región de los Lagos;Maullín;-41.5802028567981;-73.2376955549177;Saneamiento Ambiental;Relleno sanitario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2502                          ;20-05-26
1104;F-020-2014;Fiscalización;Terminado - Sanción;26-02-2014;05-09-2014;No;13.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1104                          ;11487;SOCIEDAD INVERSIONES MELIPILLA S.A.;Región Metropolitana;Melipilla;-33.6893298698153;-71.226775272844;Equipamiento;Restorán / Servicio de comidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11487                         ;20-05-26
1105;F-021-2014;Fiscalización;Terminado - Absolución;26-02-2014;27-04-2015;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1105                          ;13121;PISCICULTURA KUDIÑAM;Región del Biobío;Los Ángeles;-37.382252;-72.086171;Pesca y Acuicultura;Centro de cultivo de peces;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13121                         ;20-05-26
1106;F-022-2014;Fiscalización;En curso;26-02-2014;05-09-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1106                          ;8235;PESQUERA VALMAR Y CIA.LTDA.;Región de Magallanes y la Antártica Chilena;Punta Arenas;-53.2159;-70.9397;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/8235                          ;20-05-26
1107;F-023-2014;Fiscalización;Terminado - Sanción;26-02-2014;05-09-2014;No;13.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1107                          ;2260;VIÑA CAMINO REAL;Región del Libertador General Bernardo O'Higgins;Mostazal;-34.053615639183;-70.6905609679249;Agroindustrias;Vinificación / producción de alcohol;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2260                          ;20-05-26
1108;F-024-2014;Fiscalización;Terminado - Sanción;27-02-2014;25-08-2014;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1108                          ;10540;PORTAL LA FLORIDA;Región Metropolitana;La Florida;-33.511445;-70.61049;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10540                         ;20-05-26
1109;F-025-2014;Fiscalización;Terminado - PDC Satisfactorio;27-02-2014;06-05-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1109                          ;10542;AUDAX ITALIANO;Región Metropolitana;La Florida;-33.539766;-70.577749;Equipamiento;Centro deportivo / gimnasio;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10542                         ;20-05-26
1110;F-026-2014;Fiscalización;Terminado - PDC Satisfactorio;27-02-2014;05-06-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1110                          ;10549;EDIFICIO DUBLE INFANTE;Región Metropolitana;Ñuñoa;-33.45412;-70.617749;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10549                         ;20-05-26
1111;F-027-2014;Fiscalización;Terminado - Sanción;27-02-2014;25-08-2014;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1111                          ;10550;COMUNIDAD EDIFICIO JOSE DOMINGO CAÑAS;Región Metropolitana;Ñuñoa;-33.456605;-70.610515;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10550                         ;20-05-26
1112;F-028-2014;Fiscalización;Terminado - Sanción;27-02-2014;25-08-2014;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1112                          ;10551;COMUNIDAD EDIFICIO NEOURBANO;Región Metropolitana;Ñuñoa;-33.454201;-70.576754;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10551                         ;20-05-26
1113;F-029-2014;Fiscalización;Terminado - Sanción;27-02-2014;25-08-2014;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1113                          ;10552;COMUNIDAD EDIFICIO ORIGEN;Región Metropolitana;Ñuñoa;-33.451549;-70.601423;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10552                         ;20-05-26
1114;F-030-2014;Fiscalización;Terminado - Sanción;27-02-2014;25-08-2014;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1114                          ;10557;EDIFICIO RIO BAKER;Región Metropolitana;Vitacura;-33.399905;-70.580035;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10557                         ;20-05-26
1115;F-031-2014;Fiscalización;Terminado - Sanción;27-02-2014;25-08-2014;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1115                          ;10554;EDIFICIO MIRADOR EL LLANO;Región Metropolitana;San Miguel;-33.4873;-70.6534;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10554                         ;20-05-26
1116;F-032-2014;Fiscalización;Terminado - Sanción;27-02-2014;25-08-2014;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1116                          ;10558;EDIFICIO VITACURA PLAZA;Región Metropolitana;Vitacura;-33.383513;-70.553136;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10558                         ;20-05-26
1117;F-033-2014;Fiscalización;Terminado - PDC Satisfactorio;27-02-2014;05-06-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1117                          ;11221;COMUNIDAD EDIFICIO JARDINES DE VILLAMAGNA;Región Metropolitana;Vitacura;-33.3979303296799;-70.5746091557503;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11221                         ;20-05-26
1118;F-034-2014;Fiscalización;Terminado - Sanción;02-05-2014;22-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1118                          ;13295;*RESERVADO*;Región de la Araucanía;Padre las Casas;;;Vivienda e Inmobiliarios;Casa habitación;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13295                         ;20-05-26
1119;F-035-2014;Fiscalización;Terminado - Archivado;02-05-2014;23-12-2022;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1119                          ;13284;LEÑERÍAESTABLECIMIENTO 508;Región de la Araucanía;Temuco;-38.7171930082297;-72.6266992092133;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13284                         ;20-05-26
1120;F-036-2014;Fiscalización;Terminado - Sanción;02-05-2014;22-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1120                          ;13320;LEÑERÍAESTABLECIMIENTO 511;Región de la Araucanía;Temuco;-38.7655306408488;-72.75043759151;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13320                         ;20-05-26
1121;F-037-2014;Fiscalización;Terminado - Sanción;02-05-2014;22-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1121                          ;13282;CENTRO COMERCIALFRYDERUP;Región de la Araucanía;Temuco;-38.7301070481034;-72.6209776481119;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13282                         ;20-05-26
1122;F-038-2014;Fiscalización;Terminado - Sanción;02-05-2014;22-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1122                          ;13298;CENTRO COMERCIALMINIMARKET DONDE MARTÍN;Región de la Araucanía;Temuco;-38.7510383699414;-72.6392606220901;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13298                         ;20-05-26
1123;F-039-2014;Fiscalización;Terminado - Sanción;02-05-2014;22-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1123                          ;13336;CENTRO COMERCIALPROVISIONES EL COTO;Región de la Araucanía;Temuco;-38.7279408476746;-72.6207093367706;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13336                         ;20-05-26
1124;F-040-2014;Fiscalización;Terminado - Sanción;02-05-2014;22-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1124                          ;13304;CENTRO COMERCIALSUPERMARKET LA CABAÑA;Región de la Araucanía;Padre las Casas;-38.7752657;-72.6052804;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13304                         ;20-05-26
1125;F-041-2014;Fiscalización;Terminado - Sanción;02-05-2014;22-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1125                          ;13322;LEÑERÍA ZENTENO 047;Región de la Araucanía;Temuco;-38.7334956;-72.5820849;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13322                         ;20-05-26
1126;F-042-2014;Fiscalización;Terminado - Sanción;02-05-2014;22-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1126                          ;13330;LEÑERÍAESTABLECIMIENTO 505;Región de la Araucanía;Temuco;-38.7417216;-72.6156016;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13330                         ;20-05-26
